,title,description
1306,"
Tommy Fleetwood’s caddie, out since before Masters, provides health update
",Ian Finnis announced Tuesday that he recently underwent open-heart surgery.
1307,"
OL Trente Jones, seven other undrafted rookies agree to terms with Packers
",The Packers added three offensive linemen to their roster in the draft and two more undrafted rookies are set to sign with the team as well. 
1308,"
Second night of draft gets lowest audience since 2012
","The second night of the draft drew another 275,000 fans to Detroit. "
1309,"
Brian Allen agrees to terms with Browns
",The Browns are adding some depth for their offensive line. 
1310,"
Rashod Bateman learns the price for missing the start of training camp
","Before 2020, a player who missed the start of training camp would get a year of credited service if he showed up at least 30 days before the first game of the regular season. "
1311,"
Podcast: How a cellphone ban, other changes helped Texas win Big 12 title
","Texas coach John Fields joins College Golf Talk to talk keys to Longhorns’ Big 12 win, big plans for NCAAs at La Costa and early memories of Scottie Scheffler."
1312,"
Ravens pick up fifth-year option on Odafe Oweh
",The Ravens have committed to outside linebacker Odafe Oweh for another year. 
1313,"
Brandon Beane: Josh Allen was “pretty pumped” to hear we were drafting Keon Coleman
","Bills second-round draft pick Keon Coleman said quarterback Josh Allen texted him last Friday to say, “You’re the guy that I want.” "
1314,"
2024 NBA Playoffs Takeaways: What’s next for Lakers? Does Ham return? LeBron?
","A coaching change is expected in Los Angeles, and LeBron can be a free agent."
1315,"
Report: Giants, Vikings offered Patriots multiple first-round picks to move up to No. 3
","After months of speculation, the Patriots ultimately did what most people expected in the first round of the 2024 NFL draft: They kept the No. 3 overall pick and drafted North Carolina quarterback Drake Maye. "
1316,"
Chris Harris announces his retirement 
","Cornerback Chris Harris hoped to catch on with a team last year, but never got the call and that has not changed this offseason so Harris has decided to call it a career. "
1317,"
Draw, schedule for 2024 Paris Olympics: What are the groups? Which teams have qualified?
",The 2024 Olympics in Paris are on the horizon and the soccer tournaments are going to be incredible. 
1318,"
Kyle Larson takes top spot in NASCAR Power Rankings after Dover
",Kyle Larson continues to lead the Cup standings. 
1319,"
Ezekiel Elliott: My priority was doing what I could to return to the Cowboys
","After a season in New England, running back Ezekiel Elliott is back with the team that drafted him in Dallas. "
1320,"
Jaguars release Zay Jones, Joey Slye
",The Jaguars took Brian Thomas Jr. in the first round of the draft last week and his arrival helped push an older wide receiver off the roster. 
1321,"
Brian Callahan “fired up” about what he’s seen from Treylon Burks
","Wide receiver Treylon Burks has not produced at the level that the Titans were hoping to see when they made him the 18th overall pick of the 2022 draft, but the arrival of a new coaching staff gave him a fresh start and it sounds like he’s making the most of it. "
1322,"
CJ Cup Byron Nelson prize-money payout from $9.5 million purse
",Here’s how the purse will be paid out at this week’s PGA Tour event.
1323,"
Tonga flag bearer Pita Taufatofua misses qualification for Paris Olympics
","Pita Taufatofua, who gained fame as Tonga’s shirtless flag bearer in Rio and Tokyo, missed Paris qualification in taekwondo and kayak."
1324,"
Browns exercise Greg Newsome’s fifth-year option
",The Browns are keeping one of their key defensive backs around for at least another season. 
1325,"
College football ponders settlement of massive NIL class action
",The NCAA has a problem. 
1326,"
MLB Futures Best Bets for NL MVP: Elly De La Cruz is climbing the ladder
",Vaughn Dalzell explains why Elly De La Cruz is worth a wager for National League MVP.
1327,"
Jerod Mayo: Rookie mistake to say we’d “burn some cash” this offseason
",Jerod Mayo is in his first year as the Patriots head coach and it’s inevitable that he’ll make a few missteps as he grows accustomed to his new job. 
1328,"
Howie Roseman: Eagles don’t change our draft evaluations based on need
","One of the biggest mistakes that NFL teams can make in the draft is to reach for a player because he fills a position of need, drafting him higher than his talent justifies in a desperate attempt to find a Day One impact player. "
1329,"
NBA Playoff Best Bets for Game 5: Boston Celtics vs Miami Heat
",Vaughn Dalzell breaks down a series-clinching home game for the Boston Celtics as they host the Miami Heat in Game 5 up 3-1 in the first round.
1330,"
Brett Veach on Travis Kelce: No signs he’s slowing down
","Chiefs tight end Travis Kelce will turn 35 early in the 2024 season, but the Chiefs aren’t worried about his production slipping in his 12th NFL season. "
1331,"
“Same page” comments from Kirk Cousins in March feel much different now
",The most consequential remarks from the Kirk Cousins introductory press conference with the Falcons relate to his admissions regarding multiple apparent instances of tampering by his new team. 
1332,"
Penei Sewell: I want a Super Bowl and I want it now
",The Lions handed out a couple of big contract extensions last week and the players who received them are shifting their attention from individual aspirations to team ones. 
1333,"
Chiefs to see what young players “can absorb” before considering any free agent additions
","Once the draft is over, it’s common to see teams revisit veteran free agent options to fill in areas of the roster that they weren’t able to address to their satisfaction at other points in the offseason. "
1334,"
Bill Belichick: It’s good to get rid of the hip-drop tackle, there’s no place for it
","“It’s definitely helped the game be safer,” Belichick said in a conversation with Roger Goodell."
1335,"
Murray overcomes calf injury to score 32 and hit game-winner in Nuggets’ 108-106 win over Lakers
",Murray sank the game-winner with 3.6 seconds left as the Nuggets bounced LeBron James from the playoffs again.
1336,"
Watch Jamal Murray hit another game-winner, send Lakers home for summer with Nuggets win
",Murray also hit a dramatic game-winner in Game 2 of this series.
1337,"
Derrick White scores 38, Celtics top Heat 102-88 to take a 3-1 East playoff series lead
",The Celtics won at Miami for the sixth straight time.
1338,"
Williams, Gilgeous-Alexander, lead OKC to a 97-89 Game 4 victory -- and sweep of the Pelicans
",The Thunder will have homecourt advantage in the upcoming Western Conference Semifinals.
1339,"
Report: Tyron Billy-Johnson could sign with Cowboys after visit
","Free agent receiver Tyron Billy-Johnson is visiting the Cowboys and could sign with the team after a physical, Michael Gehlken of the Dallas Morning News reports. "
1340,"
Fantasy Baseball Waiver Wire: Adell ascending, Bradley arriving, Priester dealing
","George Bissell examines Jo Adell’s potential breakthrough, Taj Bradley’s imminent return and Quinn Priester’s streaming appeal."
1341,"
Former IndyCar racer and CART chief steward Wally Dallenbach dies at 87
",Was universally respected as CART Chief Steward after impressive racing career ended
1342,"
Kristaps Porzingis doubtful to return to Game 4 after scary-looking calf injury
",The Celtics are going to need Porzingis in future rounds of the postseason.
1343,"
Report: Bengals’ offer to Tee Higgins “never approached” $20 million a year
",Tee Higgins wants a long-term deal or a trade. 
1344,"
Report: Raiders to sign WR Michael Gallup
","After the draft, teams can address lingering needs by signing remaining free agents. "
1345,"
Report: Bill Belichick will appear on the Tom Brady roast
",Former Patriots coach Bill Belichick has ripped Tom Brady in the film room. 
1346,"
Report: Robert Griffin III still “unlikely” to return to ESPN’s Monday night pregame show
","When it was first reported that ESPN is pursuing former Eagles center Jason Kelce, the spot of Robert Griffin III was described as being “in jeopardy.” "
1347,"
Report: Jamal Adams remains an option for Seahawks
","The Seahawks remain interested in a reunion with Jamal Adams, Bob Condotta of the Seattle Times reports. "
1348,"
NBA Playoff Best Bets for April 30: Knicks vs 76ers and Cavaliers vs Magic
",Vaughn Dalzell predicts the outcomes for the Magic at Cavaliers pivotal Game 5 and a series-closing effort from the Knicks hosting the 76ers.
1349,"
Saints agree to terms with OT Justin Herron, OG Shane Lemieux
","The Saints agreed to terms with offensive guard Shane Lemieux and offensive tackle Justin Herron on Monday, Matthew Paras of nola.com reports. "
1350,"
Agent Rich Paul says he expects LeBron to play next season, maybe for two or three more years
",Will those years be in Los Angeles with the Lakers?
1351,"
2024 NFL Draft Steals: Quinyon Mitchell, Troy Franklin look like values
",Kyle Dvorchak breaks down some of the biggest steals of the draft including Eagles CB Quinyon Mitchell and Broncos WR Troy Franklin. 
1352,"
Manchester United set for massive turnover? Report says ‘nearly all’ players available this summer
",What will Manchester United look like next season? There are few certainties as a BBC report says offers will be heard for almost every Red Devil.
1353,"
Eagles cut four players
","The Eagles drafted nine players in Detroit and they’ll be signing some undrafted players, so they created some space on the roster for newcomers on Monday. "
1354,"
Falcons pick up 2025 option on Kyle Pitts’ contract
",Tight end Kyle Pitts is set for a fifth season with the Falcons. 
1355,"
Jalen Guyton visits Raiders
",The Raiders added tight end Brock Bowers to their offense in the first round of the draft and they spent some time with another potential addition on Monday. 
1356,"
Saints worked out OG Shane Lemieux
","The Saints worked out former Giants offensive Shane Lemieux, Field Yates of ESPN reports. "
1357,"
Detroit sees record hotel revenue for draft week
",Detroit showed last week why so many cities want to host the NFL draft. 
